97 178
0.0	0.0	-1.0
37488.12215615845	73563.60074043609	235.0
102473.05491153801	0.0	-1.0
0.0	111319.44626547713	1107.0
21519.381379197406	102228.35815379675	350.0
16481.11409869295	108258.16149317664	2106.0
17078.874650468915	111319.44626547713	1809.0
22117.141866641203	107052.20082530056	385.0
21092.40959722782	108907.52492972539	408.0
20580.043453253627	109556.88836627381	420.0
21604.775735073305	110948.38144459215	434.0
21860.95880165053	111319.44626547713	478.0
21519.381379197406	110020.71939237994	430.0
84198.74644016851	67255.4987853924	238.0
65582.83015052976	83675.11710955022	2102.0
57726.563938448635	86829.16808707229	1073.0
51663.57315941134	91838.54316901878	2463.0
43038.751728473326	91467.4783481338	2446.0
35011.68700020591	86365.33706096617	1834.0
33047.61756877683	96755.15204574412	526.0
31339.730991670822	105382.4091313184	3075.0
26045.281984167057	109093.05734016771	2869.0
21946.353156824785	110299.01800804374	488.0
21690.170090774827	110577.31662370758	437.0
21690.170090774827	110762.84903414988	442.0
25276.732863634403	110670.08282892873	2444.0
21946.353156824785	111133.91385503483	439.0
25191.33851588058	111319.44626547713	2207.0
21946.353156824785	111226.68006025598	440.0
26045.281984167057	109742.4207767165	2718.0
25959.88763827273	110113.48559760109	2555.0
25789.098945856178	110391.7842132649	2381.0
25276.732863634403	110855.615239371	2394.0
25276.732863634403	111041.14764981368	2290.0
25276.732863634403	111133.91385503483	2254.0
34413.926753906366	111319.44626547713	1177.0
25276.732863634403	111226.68006025598	2233.0
46710.70588143119	103156.02020600895	1046.0
43294.93459783052	107144.96703052172	3260.0
36207.207451029346	107237.73323574325	3029.0
48930.95689504941	108721.99251928274	1854.0
54396.188996768215	109278.58975060999	3354.0
62337.85114061796	111319.44626547713	3209.0
47564.64860980123	107237.73323574325	1496.0
47820.83142085631	107608.79805662783	1547.0
47223.07152302098	95734.72378831035	1027.0
55250.131354802186	97033.45066140755	2887.0
53713.035078696645	102135.5919485752	3233.0
54310.794758538366	106588.36979919445	3938.0
53456.85235224635	108814.75872450387	3457.0
61996.27435981123	85715.97362441735	2396.0
57811.95815857868	98703.24235538974	1513.0
67034.53104132743	87478.53152362106	899.0
67546.89602444961	97404.51548229253	2827.0
67034.53104132743	101671.76092246911	1445.0
61654.69757099661	108350.92769839775	1967.0
61056.93817144118	109000.29113494656	2039.0
54140.00628076569	107701.56426184936	3824.0
53969.21780124362	108258.16149317664	3615.0
66180.58935957887	108629.22631406158	3557.0
66436.77186974454	110113.48559760109	3368.0
70364.9030767885	111319.44626547713	1975.0
67290.71353533337	84324.48054609903	804.0
67290.71353533337	86179.80465052348	865.0
80441.4079088265	81077.66336335582	1879.0
72243.57410293022	86643.6356766296	2403.0
72328.96823383204	97033.45066140755	997.0
72328.96823383204	102321.12435901788	1258.0
70279.5089326493	110855.615239371	1922.0
81466.13672632689	89333.85562804554	623.0
76000.91530118835	94621.52932565585	973.0
74976.18599879296	96847.91825096529	2501.0
79160.49675560587	101486.22851202679	3661.0
73609.88012691251	110020.71939237994	3481.0
73353.69775891722	110577.31662370758	3557.0
73182.90951062448	110948.38144459215	3443.0
73097.51538559176	111133.91385503483	3429.0
73012.12125997042	111319.44626547713	3389.0
73097.51538559176	111226.68006025598	3413.0
80612.19605160094	111041.14764981368	1179.0
83259.41192839095	111319.44626547713	996.0
82576.25950506219	99723.6706128235	2283.0
82576.25950506219	109835.18698193766	1092.0
83003.2297746644	110484.55041848605	1005.0
